,movieId,rating,title,userId
4,30810,,"Life Aquatic with Steve Zissou, The (2004)",136559
5,45722,,Pirates of the Caribbean: Dead Man's Chest (2006),136559
6,5618,5.0,Spirited Away (Sen to Chihiro no kamikakushi) (2001),136559
7,97306,,Seven Psychopaths (2012),136559
8,97921,,Silver Linings Playbook (2012),136559
9,95449,,Magic Mike (2012),136559
0,42015,,Casanova (2005),135478
1,51662,,300 (2007),135478
2,71535,2.5,Zombieland (2009),135478
3,8644,4.0,"I, Robot (2004)",135478
4,54999,,Shoot 'Em Up (2007),135478
5,1059,,William Shakespeare's Romeo + Juliet (1996),135478
6,2167,,Blade (1998),135478
7,69429,,Home from the Hill (1960),135478
8,5021,,Murder by Death (1976),135478
9,162580,,Paradise (2015),135478
0,5349,,Spider-Man (2002),142753
1,4367,,Lara Croft: Tomb Raider (2001),142753
2,6624,,Agent Cody Banks (2003),142753
3,69122,,"Hangover, The (2009)",142753
4,750,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),142753
5,78991,,Slam Dunk Ernest (1995),142753
6,296,,Pulp Fiction (1994),142753
7,1213,,Goodfellas (1990),142753
8,101525,,"Place Beyond the Pines, The (2012)",142753
9,140916,,Malicious (1973),142753
0,69278,,Land of the Lost (2009),185299
1,157170,,Eat My Dust (1976),185299
2,104640,,"Long Dark Hall, The (1951)",185299
3,2008,,"This World, Then the Fireworks (1997)",185299
4,158216,,Malady of Love (1987),185299
5,8772,,"Spy Who Came in from the Cold, The (1965)",185299
6,105390,,"Rabid Grannies (Mémés cannibales, Les) (1988)",185299
7,80456,,Long Weekend (1978),185299
8,122,,Boomerang (1992),185299
0,121551,,Battle of the Amazons (1973),121366
1,5493,,In Like Flint (1967),121366
2,3127,,Holy Smoke (1999),121366
3,128287,,The Red and the Black (1954),121366
4,106399,,"Wonderful Crook, The (Pas si méchant que ça) (1975)",121366
5,6668,,"Road Home, The (Wo de fu qin mu qin) (1999)",121366
6,5839,,My Father's Glory (La gloire de mon père) (1990),121366
7,127001,,Pan (1995),121366
8,158099,,Hanna K. (1983),121366
9,6450,,"Heaven Knows, Mr. Allison (1957)",121366
0,541,,Blade Runner (1982),191112
1,26776,,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),191112
2,919,,"Wizard of Oz, The (1939)",191112
3,99731,,Dabangg 2 (2012),191112
4,58303,,"Counterfeiters, The (Die Fälscher) (2007)",191112
5,65259,,Involuntary (De ofrivilliga) (2008),191112
6,218,,Boys on the Side (1995),191112
7,7387,,Dawn of the Dead (1978),191112
8,4143,,Valentine (2001),191112
9,5528,,One Hour Photo (2002),191112
0,144734,,Freaks of Nature (2015),143404
1,138420,,La gente che sta bene (2014),143404
2,79043,,Inside the Twin Towers (2006),143404
3,107987,,Diana (2013),143404
4,60475,,"Violin, El (2005)",143404
5,143874,,Nightmare Detective (2006),143404
6,135889,,The House at the End of Time (2013),143404
7,122,,Boomerang (1992),143404
8,66579,,"Lost, The (2009)",143404
9,133243,,Call + Response (2008),143404
0,8444,,"Chipmunk Adventure, The (1987)",162895
1,166332,,Hunted (1952),162895
2,99861,,Jesse Stone: Sea Change (2007),162895
3,26946,,No Way Home (1996),162895
4,8772,,"Spy Who Came in from the Cold, The (1965)",162895
5,33443,,"Red Squirrel, The (Ardilla roja, La) (1993)",162895
6,104361,,Ain't Them Bodies Saints (2013),162895
7,32058,,Class Action (1991),162895
8,84525,,Virus X (2010),162895
9,5021,,Murder by Death (1976),162895
0,141808,,A Summer to Remember (1960),203718
1,162662,,Hockney (2014),203718
2,7251,,Where the Day Takes You (1992),203718
3,26946,,No Way Home (1996),203718
4,67799,,The Butterfly Effect 3: Revelations (2009),203718
5,54378,,Man's Job (Miehen työ) (2007),203718
6,27158,,"Life of Aleksis Kivi, The (Aleksis Kiven elämä) (2002)",203718
7,58879,,Shine a Light (2008),203718
8,84525,,Virus X (2010),203718
9,80094,,"Last Exorcism, The (2010)",203718
0,8644,3.0,"I, Robot (2004)",139825
1,88235,,"Guard, The (2011)",139825
2,79702,,Scott Pilgrim vs. the World (2010),139825
3,119145,,Kingsman: The Secret Service (2015),139825
4,8622,,Fahrenheit 9/11 (2004),139825
5,51847,,Right at Your Door (2006),139825
6,54378,,Man's Job (Miehen työ) (2007),139825
7,108014,,River Queen (2005),139825
8,80094,,"Last Exorcism, The (2010)",139825
9,152465,,Vipers (2008),139825
0,1690,,Alien: Resurrection (1997),142742
1,541,,Blade Runner (1982),142742
2,1101,,Top Gun (1986),142742
3,1136,,Monty Python and the Holy Grail (1975),142742
4,593,,"Silence of the Lambs, The (1991)",142742
5,1213,,Goodfellas (1990),142742
6,1059,,William Shakespeare's Romeo + Juliet (1996),142742
7,47,,Seven (a.k.a. Se7en) (1995),142742
8,50,,"Usual Suspects, The (1995)",142742
9,2012,,Back to the Future Part III (1990),142742
0,69278,,Land of the Lost (2009),133028
1,56060,,I Served the King of England (Obsluhoval jsem anglického krále) (2006),133028
2,55553,,Black Sheep (2006),133028
3,151384,,Plastic Planet (2009),133028
4,94739,,"Island President, The (2011)",133028
5,109397,,Jamesy Boy (2014),133028
6,148757,,Beneath Loch Ness (2002),133028
7,84525,,Virus X (2010),133028
8,1609,,187 (One Eight Seven) (1997),133028
9,136491,,Ishqiya (2010),133028
0,111844,,Bad Asses (Bad Ass 2) (2014),103561
1,106599,,Breakout (2013),103561
2,98275,,"Octopus, The (Le poulpe) (1998)",103561
3,1585,,Love Serenade (1996),103561
4,2008,,"This World, Then the Fireworks (1997)",103561
5,159622,,8213: Gacy House (2010),103561
6,107730,,By the People: The Election of Barack Obama (2009),103561
7,8772,,"Spy Who Came in from the Cold, The (1965)",103561
8,5960,,Bad Influence (1990),103561
9,100452,,"Devil's Tomb, The (2009)",103561
0,79796,,Centurion (2010),149815
1,52227,,"Darwin Awards, The (2006)",149815
2,136902,,Strange Powers: Stephin Merritt and the Magnetic Fields (2011),149815
3,134957,,Ada Apa Dengan Cinta? (2002),149815
4,6544,,"Housekeeper, The (femme de ménage, Une) (2002)",149815
5,6207,,"Slaughter Rule, The (2002)",149815
6,99721,,Texas Chainsaw 3D (2013),149815
7,39400,,"Fog, The (2005)",149815
8,72308,,Battlestar Galactica: The Plan (2009),149815
9,67420,,Boarding Gate (2007),149815
0,96610,3.0,Looper (2012),142747
1,56174,,I Am Legend (2007),142747
2,54001,,Harry Potter and the Order of the Phoenix (2007),142747
3,1206,4.0,"Clockwork Orange, A (1971)",142747
4,1203,,12 Angry Men (1957),142747
5,109374,,"Grand Budapest Hotel, The (2014)",142747
6,1219,,Psycho (1960),142747
7,110553,,The Amazing Spider-Man 2 (2014),142747
8,122916,3.5,Thor: Ragnarok (2017),142747
0,117529,3.0,Jurassic World (2015),136395
1,122920,2.0,Captain America: Civil War (2016),136395
2,103042,,Man of Steel (2013),136395
3,86332,,Thor (2011),136395
4,8961,4.5,"Incredibles, The (2004)",136395
5,5816,3.5,Harry Potter and the Chamber of Secrets (2002),136395
6,45722,3.5,Pirates of the Caribbean: Dead Man's Chest (2006),136395
7,5618,4.5,Spirited Away (Sen to Chihiro no kamikakushi) (2001),136395
8,99731,,Dabangg 2 (2012),136395
9,97921,3.0,Silver Linings Playbook (2012),136395
0,96131,,K-20: The Fiend with Twenty Faces (2008),182933
1,73266,,Youth in Revolt (2009),182933
2,5577,,Igby Goes Down (2002),182933
3,8772,,"Spy Who Came in from the Cold, The (1965)",182933
4,124125,,Way Back Home (2013),182933
5,139517,,One Missed Call 2 (2005),182933
6,6233,,Born Yesterday (1993),182933
7,74436,,Body Bags (1993),182933
8,152332,,Hungry (2014),182933
0,114420,,When Eight Bells Toll (1971),141963
1,141808,,A Summer to Remember (1960),141963
2,2008,,"This World, Then the Fireworks (1997)",141963
3,3103,,Stanley & Iris (1990),141963
4,8772,,"Spy Who Came in from the Cold, The (1965)",141963
5,32058,,Class Action (1991),141963
6,34464,,Christmas in August (Palwolui Christmas) (1998),141963
7,5960,1.5,Bad Influence (1990),141963
8,42556,,7 Faces of Dr. Lao (1964),141963
9,5021,,Murder by Death (1976),141963
0,3082,,"World Is Not Enough, The (1999)",149181
1,56174,,I Am Legend (2007),149181
2,1302,,Field of Dreams (1989),149181
3,2053,,"Honey, I Blew Up the Kid (1992)",149181
4,6819,,"Rage in Harlem, A (1991)",149181
5,146916,,We Are Many (2014),149181
6,6818,,Come and See (Idi i smotri) (1985),149181
7,2321,,Pleasantville (1998),149181
8,1944,,From Here to Eternity (1953),149181
0,69278,,Land of the Lost (2009),138229
1,8370,,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",138229
2,163384,,Ripoux 3 (2003),138229
3,47472,,We Jam Econo,138229
4,183037,,We Jam Econo: The Story of the Minutemen (2005),138229
5,162662,,Hockney (2014),138229
6,99861,,Jesse Stone: Sea Change (2007),138229
7,67799,,The Butterfly Effect 3: Revelations (2009),138229
8,58879,,Shine a Light (2008),138229
9,84525,,Virus X (2010),138229
0,52321,,Seraphim Falls (2006),202964
1,92819,,"Flying Swords of Dragon Gate, The (Long men fei jia) (2011)",202964
2,49284,,10 Items or Less (2006),202964
3,134557,,Amiche da morire (2013),202964
4,153246,,Flower & Snake (2004),202964
5,33688,,Parineeta (2005),202964
6,146074,,Premachi Goshta (2013),202964
7,81164,,"Hole, The (2009)",202964
8,162580,,Paradise (2015),202964
0,79796,,Centurion (2010),142670
1,45074,,"Wild, The (2006)",142670
2,79702,,Scott Pilgrim vs. the World (2010),142670
3,6593,,Freaky Friday (2003),142670
4,6586,,American Wedding (American Pie 3) (2003),142670
5,4844,,Bandits (2001),142670
6,8014,,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",142670
7,95449,,Magic Mike (2012),142670
8,104361,,Ain't Them Bodies Saints (2013),142670
9,111622,,Begin Again (2013),142670
0,6294,,Bulletproof Monk (2003),134681
1,1019,,"20,000 Leagues Under the Sea (1954)",134681
2,3210,,Fast Times at Ridgemont High (1982),134681
3,8622,,Fahrenheit 9/11 (2004),134681
4,153084,,Love on the Ground (1984),134681
5,51847,,Right at Your Door (2006),134681
6,8772,,"Spy Who Came in from the Cold, The (1965)",134681
7,5021,,Murder by Death (1976),134681
8,80094,,"Last Exorcism, The (2010)",134681
9,152465,,Vipers (2008),134681
0,6350,5.0,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),141574
1,54229,,When the Wind Blows (1986),141574
2,8633,,"Last Starfighter, The (1984)",141574
3,164009,,Stolen Desire (1958),141574
4,7486,,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),141574
5,122,,Boomerang (1992),141574
6,124178,,The King and Four Queens (1956),141574
7,2701,,Wild Wild West (1999),141574
8,145668,,Django Kills Softly (1967),141574
0,69278,,Land of the Lost (2009),143694
1,87430,,Green Lantern (2011),143694
2,61248,,Death Race (2008),143694
3,6593,,Freaky Friday (2003),143694
4,162662,,Hockney (2014),143694
5,87028,,"Roommate, The (2011)",143694
6,107987,,Diana (2013),143694
7,58879,,Shine a Light (2008),143694
8,111622,,Begin Again (2013),143694
9,84525,,Virus X (2010),143694
0,1248,,Touch of Evil (1958),133678
1,8772,,"Spy Who Came in from the Cold, The (1965)",133678
2,33443,,"Red Squirrel, The (Ardilla roja, La) (1993)",133678
3,32058,,Class Action (1991),133678
4,5960,,Bad Influence (1990),133678
5,42556,,7 Faces of Dr. Lao (1964),133678
6,5021,,Murder by Death (1976),133678
7,38881,,Punishment Park (1971),133678
8,149080,,A Fare to Remember,133678
0,112404,,Jack Strong (2014),150784
1,69278,,Land of the Lost (2009),150784
2,163384,,Ripoux 3 (2003),150784
3,3328,,Ghost Dog: The Way of the Samurai (1999),150784
4,162662,,Hockney (2014),150784
5,104361,,Ain't Them Bodies Saints (2013),150784
6,2328,,Vampires (1998),150784
7,933,,To Catch a Thief (1955),150784
8,122,,Boomerang (1992),150784
9,105290,,Shanghai (2012),150784
0,7076,,Bullitt (1968),133047
1,118734,,Zorro (1975),133047
2,413,,Airheads (1994),133047
3,6628,,Hot Dog... The Movie (1984),133047
4,3674,,For the Love of Benji (1977),133047
5,79213,,Sade (2000),133047
6,3958,,Billy Jack Goes to Washington (1977),133047
7,4493,,Critters 2: The Main Course (1988),133047
8,128245,,Murder by Phone (1982),133047
9,161948,,Tibetana,133047
0,111844,,Bad Asses (Bad Ass 2) (2014),145581
1,106599,,Breakout (2013),145581
2,49284,,10 Items or Less (2006),145581
3,73266,,Youth in Revolt (2009),145581
4,46915,,End Game (2006),145581
5,159622,,8213: Gacy House (2010),145581
6,142925,,A Christmas Horror Story (2015),145581
7,176265,,Wild Things 2 (2004),145581
8,70410,,"Killing Room, The (2009)",145581
9,100452,,"Devil's Tomb, The (2009)",145581
0,69278,,Land of the Lost (2009),149078
1,163384,,Ripoux 3 (2003),149078
2,3674,,For the Love of Benji (1977),149078
3,79213,,Sade (2000),149078
4,162662,,Hockney (2014),149078
5,99861,,Jesse Stone: Sea Change (2007),149078
6,67799,,The Butterfly Effect 3: Revelations (2009),149078
7,58879,,Shine a Light (2008),149078
8,84525,,Virus X (2010),149078
9,27861,,Windy City Heat,149078
0,156712,,Aadukalam (2011),142746
1,134751,,The Fantastic Flying Books of Mr. Morris Lessmore (2011),142746
2,98983,,Arsène Lupin (2004),142746
3,7161,,Cheaper by the Dozen (2003),142746
4,88405,,Friends with Benefits (2011),142746
5,104231,,Drug War (Du zhan) (2012),142746
6,148428,,Heartstopper (2006),142746
7,164821,,Colossal (2016),142746
8,169050,,Dukhtar (2014),142746
9,32928,,Control (2004),142746
0,34405,,Serenity (2005),197571
1,96131,,K-20: The Fiend with Twenty Faces (2008),197571
2,69699,,Love Streams (1984),197571
3,2008,,"This World, Then the Fireworks (1997)",197571
4,8772,,"Spy Who Came in from the Cold, The (1965)",197571
5,88129,,Drive (2011),197571
6,27904,,"Scanner Darkly, A (2006)",197571
7,122,,Boomerang (1992),197571
8,1037,,"Lawnmower Man, The (1992)",197571
0,1511,,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",206743
1,7450,,Laws of Attraction (2004),206743
2,165287,,The Swap (2016),206743
3,44397,,"Hills Have Eyes, The (2006)",206743
4,66240,,Dead Like Me: Life After Death (2009),206743
5,105831,,Bloody Bloody Bible Camp (2012),206743
6,81164,,"Hole, The (2009)",206743
7,162580,,Paradise (2015),206743
8,158675,,Getting That Girl (2011),206743
0,111844,,Bad Asses (Bad Ass 2) (2014),143188
1,26794,,"Heroic Trio, The (Dung fong saam hap) (1993)",143188
2,106599,,Breakout (2013),143188
3,45074,,"Wild, The (2006)",143188
4,141808,,A Summer to Remember (1960),143188
5,6702,,Dickie Roberts: Former Child Star (2003),143188
6,159622,,8213: Gacy House (2010),143188
7,104361,,Ain't Them Bodies Saints (2013),143188
8,139813,,Sand Castles (2014),143188
9,162580,,Paradise (2015),143188
0,69278,,Land of the Lost (2009),150287
1,113501,,Appleseed Alpha (2014),150287
2,54999,,Shoot 'Em Up (2007),150287
3,73266,,Youth in Revolt (2009),150287
4,162662,,Hockney (2014),150287
5,33688,,Parineeta (2005),150287
6,136305,,Sharknado 3: Oh Hell No! (2015),150287
7,58879,,Shine a Light (2008),150287
8,139813,,Sand Castles (2014),150287
9,53127,,Bug (2007),150287
0,52227,,"Darwin Awards, The (2006)",190752
1,45074,,"Wild, The (2006)",190752
2,49284,,10 Items or Less (2006),190752
3,6593,,Freaky Friday (2003),190752
4,6702,,Dickie Roberts: Former Child Star (2003),190752
5,136902,,Strange Powers: Stephin Merritt and the Magnetic Fields (2011),190752
6,51847,,Right at Your Door (2006),190752
7,6544,,"Housekeeper, The (femme de ménage, Une) (2002)",190752
8,80094,,"Last Exorcism, The (2010)",190752
9,152465,,Vipers (2008),190752
0,1566,,Hercules (1997),141595
1,109594,,Bionicle 3: Web of Shadows (2005),141595
2,136914,,RISE (2014),141595
3,160360,,How to Let Go of the World and Love All the Things Climate Can't Change (2016),141595
4,2360,,"Celebration, The (Festen) (1998)",141595
5,6818,,Come and See (Idi i smotri) (1985),141595
6,7387,,Dawn of the Dead (1978),141595
7,2321,,Pleasantville (1998),141595
8,1717,,Scream 2 (1997),141595
9,134370,,Still the Water (2014),141595
0,53375,,Godzilla vs. King Ghidorah (Gojira vs. Kingu Gidorâ) (1991),143762
1,170833,,The New Swiss Family Robinson (1998),143762
2,141808,,A Summer to Remember (1960),143762
3,26599,,"Law of Desire (Ley del deseo, La) (1987)",143762
4,7878,,Straight to Hell (1987),143762
5,510,,Poetic Justice (1993),143762
6,26946,,No Way Home (1996),143762
7,95350,,Hollywood Man (1976),143762
8,27109,,Lady Snowblood (Shurayukihime) (1973),143762
9,124178,,The King and Four Queens (1956),143762
0,164230,,Money Play$ (1998),125862
1,26794,,"Heroic Trio, The (Dung fong saam hap) (1993)",125862
2,141808,,A Summer to Remember (1960),125862
3,6156,,Shanghai Knights (2003),125862
4,6593,,Freaky Friday (2003),125862
5,167818,,Wizard Mode (2016),125862
6,99807,,Planet of Snail (2011),125862
7,81164,,"Hole, The (2009)",125862
8,162580,,Paradise (2015),125862
9,144720,,Whiskey School (2005),125862
0,544,,Striking Distance (1993),133992
1,30810,,"Life Aquatic with Steve Zissou, The (2004)",133992
2,26776,,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),133992
3,514,,"Ref, The (1994)",133992
4,109971,,Ocho apellidos vascos (2014),133992
5,74510,,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",133992
6,6421,,"Rare Breed, The (1966)",133992
7,7251,,Where the Day Takes You (1992),133992
8,85881,,Win Win (2011),133992
9,6207,,"Slaughter Rule, The (2002)",133992
0,114420,,When Eight Bells Toll (1971),143797
1,141808,,A Summer to Remember (1960),143797
2,49284,,10 Items or Less (2006),143797
3,6486,,"Hard Word, The (2002)",143797
4,7450,,Laws of Attraction (2004),143797
5,3103,,Stanley & Iris (1990),143797
6,8772,,"Spy Who Came in from the Cold, The (1965)",143797
7,87094,,Dreams (Kvinnodröm) (1955),143797
8,80094,,"Last Exorcism, The (2010)",143797
0,111844,,Bad Asses (Bad Ass 2) (2014),108285
1,86478,,Rabbit Without Ears 2 (Zweiohrküken) (2009),108285
2,1511,,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",108285
3,33779,,Eddie Izzard: Dress to Kill (1999),108285
4,2008,,"This World, Then the Fireworks (1997)",108285
5,6881,,Pieces of April (2003),108285
6,130458,,The Pentagon Papers (2003),108285
7,104361,,Ain't Them Bodies Saints (2013),108285
8,88448,,Paper Birds (Pájaros de papel) (2010),108285
9,5021,,Murder by Death (1976),108285
0,6350,,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),190112
1,6624,,Agent Cody Banks (2003),190112
2,1511,,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",190112
3,125067,,Waltz of the Toreadors (1962),190112
4,2008,,"This World, Then the Fireworks (1997)",190112
5,8772,,"Spy Who Came in from the Cold, The (1965)",190112
6,5715,,"Burning, The (1981)",190112
0,32211,,Thriller: A Cruel Picture (Thriller - en grym film) (1974),125273
1,163194,,Davy Crockett and the River Pirates (1956),125273
2,59935,,Flesh Gordon (1974),125273
3,8772,,"Spy Who Came in from the Cold, The (1965)",125273
4,155996,,Alex: The Life of a Child (1986),125273
5,153891,,Herbstmilch (1989),125273
6,80456,,Long Weekend (1978),125273
7,5021,,Murder by Death (1976),125273
8,38881,,Punishment Park (1971),125273
9,149080,,A Fare to Remember,125273
0,63072,,"Road, The (2009)",142736
1,117418,,Victor and the Secret of Crocodile Mansion (2012),142736
2,54999,,Shoot 'Em Up (2007),142736
3,53993,,Evan Almighty (2007),142736
